sorgente,domanda,corretta,errata_1,errata_2,errata_3
../matematica/iscriversi-al-corso/bando-per-lammissione-ad-anni-successivi-al-primo-al-corso-di-laurea-a-numero-programmato-matematica-a-a-2023-2024.pdf/@@download/file/Bando%20per%20l'ammissione%20ad%20anni%20successivi%20al%20primo%20ai%20corsi%20di%20laurea%20a%20numero%20programmato%20Scienze%20A.A.%202024-2025.pdf.txt,"Secondo il testo, qual è la conseguenza penale per chi fornisce dichiarazioni false nel modulo?",A.  È punito ai sensi del codice penale e delle leggi speciali in materia.,B.  È soggetto a una multa di 100 euro.,C.  È sospeso dall'iscrizione all'università per un anno.,D.  È obbligato a ripetere l'intero corso di laurea.
../matematica/iscriversi/index.txt,"Secondo il testo, quale dei seguenti link fornisce informazioni su come iscriversi agli anni successivi al primo anno di laurea in Matematica presso l'Università di Bologna?",A. http://www.unibo.it/it/didattica/iscrizioni-trasferimenti-e-laurea/iscriversi-anni-successivi-al-primo,B. https://corsi.unibo.it/laurea/matematica/tutor-del-corso,C. https://corsi.unibo.it/laurea/matematica/openday,D. https://corsi.unibo.it/laurea/matematica/indagine-laureati-magistrali-in-matematica
../matematica/iscriversi/index.txt,"Secondo il testo, quale tra le seguenti opzioni NON è un argomento trattato nella sezione dedicata alle iscrizioni ai corsi di laurea e laurea magistrale a ciclo unico?",A. Ottenere lo status di studente-atleta,B. Trasferirsi da un altro Ateneo,C. Riconoscimento dei titoli esteri,D. Come richiedere un prestito studentesco
../matematica/iscriversi/index.txt,"Quali sono le due risorse disponibili per gli studenti che desiderano approfondire l'equilibrio tra studio e lavoro, o la possibilità di abbreviare il percorso di studi?",A. Conciliare studio e lavoro e Abbreviazione di carriera,B. Conciliare studio e lavoro e Gestione del tempo,C. Abbreviazione di carriera e Laurea Magistrale,D.  Conciliare studio e lavoro e  Opportunità di stage
../matematica/il-corso/index.txt,"Secondo il testo, quale tra questi aspetti NON è menzionato come parte dell'organizzazione e della qualità del corso di laurea in Matematica?",A. Servizi di orientamento,B.  Indagine - Laureati magistrali in Matematica,C.  Sistema di assicurazione di qualità,"D.  Aule, laboratori, biblioteca e sala studio"
../matematica/il-corso/regolamentodidattico_lt_matematica_2022-23.pdf.txt,Quali sono le conseguenze per gli studenti che non superano l'obbligo formativo aggiuntivo (OFA) entro la scadenza prevista?,A. Saranno iscritti all'anno accademico successivo come ripetenti all'anno di corso e dovranno ripetere la procedura prevista per il superamento dell'OFA.,B. Saranno automaticamente esclusi dal corso di laurea.,C. Avranno la possibilità di recuperare l'OFA durante il secondo anno di corso.,D. Potranno scegliere di frequentare un corso di recupero a pagamento per superare l'OFA.
../matematica/il-corso/regolamentodidattico_lt_matematica_2022-23.pdf.txt,"Secondo il regolamento, cosa succede agli studenti che non superano l'Obbligo Formativo Aggiuntivo (OFA) entro la scadenza prevista?",A. Saranno iscritti all'anno accademico successivo come ripetenti e dovranno ripetere la procedura per il superamento dell'OFA.,B. Saranno automaticamente esclusi dal corso di studio.,"C. Avranno la possibilità di recuperare l'OFA durante l'anno accademico successivo, senza dover ripetere l'anno.",D. Potranno scegliere di seguire un percorso di studio alternativo che non richiede il superamento dell'OFA.
../matematica/il-corso/regolamentodidattico_lt_matematica_2022-23.pdf.txt,"Secondo il regolamento didattico, quali sono i criteri principali per il riconoscimento dei crediti formativi universitari acquisiti in corsi di studio di diversa classe presso università telematiche o estere?",A. Analisi del programma svolto e valutazione della congruità dei settori scientifico disciplinari e dei contenuti delle attività formative con gli obiettivi formativi del corso di studio.,B. Solo l'analisi del programma svolto è sufficiente per il riconoscimento dei crediti.,C. La valutazione della congruità con gli obiettivi formativi del corso di studio è subordinata alla durata in ore dell'attività svolta.,D. Il riconoscimento dei crediti è automatico se l'attività formativa è stata svolta presso un'università straniera accreditata.
../matematica/il-corso/regolamentodidattico_lt_matematica_2022-23.pdf.txt,"Secondo il testo, quale aspetto viene considerato nella determinazione dei crediti assegnati alle attività formative?",A. Gli obiettivi formativi programmati,B. La durata complessiva del corso di studio,C. Il numero di studenti iscritti al corso,D. Le risorse finanziarie disponibili per il corso
../matematica/come-ridurre-i-costi-usare-i-servizi-e-vivere-al-meglio-mentre-studi/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale 'Servizi Online' dell'Università di Bologna?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../matematica/come-ridurre-i-costi-usare-i-servizi-e-vivere-al-meglio-mentre-studi/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza linguistica,A.  Incarichi extraistituzionali,B.  Tesi online,C.  Servizi bibliotecari
../matematica/come-ridurre-i-costi-usare-i-servizi-e-vivere-al-meglio-mentre-studi/index.txt,"Secondo il testo, quali sono le principali aree di focus per studenti che desiderano ottimizzare la propria esperienza universitaria?","A. Ridurre i costi, utilizzare i servizi offerti e migliorare la qualità della vita durante gli studi","B.  Concentrarsi sui servizi di supporto accademico, migliorare le competenze linguistiche e partecipare a programmi di scambio internazionale","C.  Ottenere borse di studio, trovare un lavoro part-time e partecipare a eventi culturali organizzati dall'università","D.  Sviluppare una rete di contatti professionali, specializzarsi in un settore specifico e cercare opportunità di ricerca"
../matematica/come-ridurre-i-costi-usare-i-servizi-e-vivere-al-meglio-mentre-studi/index.txt,"Secondo il testo, quali sono i tre principali argomenti trattati nei video YouTube?","A. Ridurre i costi del percorso universitario, utilizzare i servizi offerti e vivere al meglio durante gli studi","B. Ridurre i costi del percorso universitario, migliorare le proprie competenze digitali e trovare lavoro dopo la laurea","C. Ottenere borse di studio, accedere ai servizi di supporto psicologico e organizzare la propria vita universitaria","D. Scegliere la facoltà giusta, iscriversi ai corsi e gestire il proprio budget universitario"
../matematica/come-ridurre-i-costi-usare-i-servizi-e-vivere-al-meglio-mentre-studi/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. App Studenti,A. myUniBo,B. myAlmaOrienta,C. App Job Placement
../matematica/prospettive_code=6061/index.txt,"Secondo il testo, quale delle seguenti NON è una competenza associata alla funzione di 'Esperto matematico'?",D.  Esperienza pratica in ambito legale,A. Capacità progettuali e di pianificazione,"B. Dimestichezza nell'utilizzo di software scientifico, in particolare di tipo matematico e statistico",C. Creatività e doti di intuizione ed analisi
../matematica/contatti_order=alphabetic/index.txt,"Secondo il testo, quale giorno della settimana è possibile contattare il servizio di orientamento telefonicamente?","A. Lunedì, Mercoledì e Venerdì","B. Lunedì, Martedì, Giovedì e Venerdì","C. Lunedì, Martedì, Mercoledì e Giovedì",D. Tutti i giorni della settimana
../matematica/contatti_order=alphabetic/index.txt,In quale orario è possibile contattare il servizio di orientamento per studenti internazionali?,A. Venerdì dalle 10:00 alle 11:00,B. Lunedì dalle 9:30 alle 12:00,C. Martedì dalle 14:30 alle 16:00,D. Mercoledì dalle 10:00 alle 12:00
../matematica/contatti_order=alphabetic/index.txt,In quale orario è possibile contattare il servizio di orientamento per lavoro tramite telefono?,"A. Lunedì, Martedì, Giovedì e Venerdì dalle 10:00 alle 12:00","B. Lunedì, Martedì, Mercoledì e Venerdì dalle 10:00 alle 12:00","C. Lunedì, Martedì, Giovedì e Venerdì dalle 9:00 alle 13:00","D. Lunedì, Martedì, Giovedì e Venerdì dalle 11:00 alle 13:00"
../matematica/risultati-di-apprendimento-attesi_code=6061/index.txt,"Secondo il corso di laurea in Matematica, quali sono le principali abilità che il laureato dovrebbe possedere per applicare le proprie conoscenze?","A. Padronanza del linguaggio e del ragionamento matematico, capacità di analisi e sintesi, capacità di formalizzare e risolvere problemi matematici semplici.","B. Conoscenza approfondita di linguaggi di programmazione come Python e C++, capacità di progettare algoritmi complessi e strutture dati.",C. Capacità di applicare le conoscenze matematiche solo in contesti specifici come la fisica classica o l'analisi numerica.,"D.  Autonomia di giudizio per la risoluzione di problemi matematici complessi, senza bisogno di consultare fonti esterne."
../matematica/risultati-di-apprendimento-attesi_code=6061/index.txt,"Secondo il testo, quale abilità NON è specificamente menzionata come obiettivo del corso di laurea in Matematica?",A. Capacità di programmazione in linguaggi informatici,B. Capacità di presentare argomentazioni scientifiche in modo chiaro e rigoroso,C. Capacità di lavorare sia in autonomia che in gruppo,D. Capacità di adattare le conoscenze acquisite a contesti lavorativi specifici
../matematica/cosa-dicono-i-nostri-studenti/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Liste di distribuzione
../matematica/cosa-dicono-i-nostri-studenti/index.txt,"Secondo il testo, quale servizio online NON è disponibile per gli studenti dell'Università di Bologna?",D. U-Web Reporting - Reportistica Contabile Progetti,A.  IRIS - Archivio produzione scientifica,B.  La mia e-mail Studenti,C.  Servizi bibliotecari
../matematica/cosa-dicono-i-nostri-studenti/index.txt,"Secondo il testo, come possono gli studenti conoscere le opinioni degli studenti che frequentano il Corso di Laurea in Matematica a Bologna?",A. Guardando un video su YouTube,B. Leggendo un articolo sul sito web della facoltà,C. Partecipando a un forum online dedicato agli studenti di matematica,D. Contattando direttamente gli studenti del corso tramite email
../matematica/iscriversi-ad-anni-successivi-al-primo/index.txt,Quale dei seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/iscriversi-ad-anni-successivi-al-primo/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. UniboImmagine,B. Concilium,C. IRIS - Archivio produzione scientifica,D. La mia e-mail Studenti
../matematica/iscriversi-ad-anni-successivi-al-primo/index.txt,"Secondo il testo, quando è indicativamente possibile verificare gli importi delle tasse universitarie per il nuovo anno accademico?",A. Dal 25 luglio,B. Dal 15 agosto,C. Dal 10 settembre,D. Dal 5 giugno
../matematica/iscriversi-ad-anni-successivi-al-primo/index.txt,Quando è indicativamente possibile verificare gli importi delle tasse universitarie per l'anno accademico in corso?,A. Dal 25 luglio,B. Dal 15 agosto,C. Alla fine di giugno,D. Alla fine di settembre
../matematica/iscriversi-ad-anni-successivi-al-primo/index.txt,"Secondo il testo fornito, quale informazione NON è disponibile sul sito web?",A. Note legali,B. Informazioni sul trattamento dei dati personali,C. Calendario degli eventi universitari,D. Impostazioni cookie
../matematica/insegnamenti_code=6061/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti tramite il portale online dell'Università di Bologna?,A. Incarichi extraistituzionali,B. Corsi in lingua,C. Servizi bibliotecari,D. AlmaEsami
../matematica/insegnamenti_code=6061/index.txt,"Secondo il testo, quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025?",A. 6061 e 8010,B. 6060 e 8011,C. 6061 e 8000,D. 6062 e 8010
../matematica/insegnamenti_code=6061/index.txt,Quale codice identifica il piano didattico per gli studenti immatricolati nell'anno accademico 2024/25 nel corso di laurea in Matematica?,A. 6061,B. 8010,C. 2024,D. 000
../matematica/opportunita/index.txt,Quali opportunità di finanziamento per gli studi sono disponibili per gli studenti presso l'Università di Bologna?,"A. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, prestito fiduciario UniCredit ad Honorem","B. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, mensa universitaria e punti di ristoro","C. ER.GO: diritto agli studi, incentivi per lo studio, prolungamento della durata degli studi - Studente a tempo parziale, prestito fiduciario UniCredit ad Honorem","D. ER.GO: diritto agli studi, incentivi per lo studio, borse di studio per studenti internazionali, esperienze all'estero Erasmus e Overseas"
../matematica/opportunita/index.txt,"Secondo il testo, quale tra queste opzioni NON è un'opportunità per i laureati in matematica dell'Università di Bologna?","D. Agevolazioni per cinema, musei e teatri",A. Prepararsi al mondo del lavoro,B. Trasformare un'idea in un progetto d'impresa,C. Partecipare a un'indagine sui laureati magistrali in matematica
../matematica/insegnamenti_year=2024&code=8010/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../matematica/insegnamenti_year=2024&code=8010/index.txt,"Secondo il testo, quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025?",A. 6061 e 8010,B. 6060 e 8011,C. 6062 e 8009,D. 6061 e 8012
../matematica/insegnamenti_year=2024&code=8010/index.txt,"Secondo il testo, quali sono i codici dei piani didattici disponibili per il corso di laurea in Matematica nell'anno accademico 2024/2025?",A. 6061 e 8010,B. 6061 e 8011,C. 8010 e 8020,D. 6060 e 8010
../matematica/esplora-il-corso/index.txt,"Secondo i dati forniti, quale percentuale di laureati del corso di Matematica lavora attualmente?",A. 6%,B. 2%,C. 93%,D. 46%
../matematica/rappresentanti-studenti/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/rappresentanti-studenti/index.txt,Quale dei seguenti servizi NON è elencato come disponibile per gli studenti dell'Università di Bologna?,A. UniboImmagine,B.  Incarichi extraistituzionali,C.  Servizi bibliotecari,D.  La mia e-mail Personale
../matematica/rappresentanti-studenti/index.txt,"Secondo il testo, chi è responsabile della proposta e del sostegno delle istanze degli studenti del Corso?",A. I rappresentanti degli studenti eletti periodicamente,"B. Il Consiglio di Corso, composto da professori e studenti",C. Il Rettore dell'Università di Bologna,D. Il Dipartimento di Matematica
../matematica/rappresentanti-studenti/index.txt,"Oltre a Instagram, su quale altra piattaforma social l'Università di Bologna è presente?",A. TikTok,B. Facebook,C. Twitter,D. Pinterest
../matematica/commissioni/index.txt,Quale tra i seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/commissioni/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. UniboImmagine,A.  Concilium,B.  Tesi online,C.  La mia e-mail Studenti
../matematica/commissioni/index.txt,Qual è il principale compito della Commissione di Accertamento della Qualità del Corso di studio?,A. Supportare il Coordinatore nel presidio delle procedure di accertamento di qualità e nella diffusione della cultura della qualità.,B. Verificare l'attuazione delle azioni di miglioramento approvate ogni due anni dal Consiglio.,C. Definire le azioni di miglioramento annuali da sottoporre al Consiglio per l'approvazione.,"D.  Gestire direttamente le procedure di accertamento di qualità, senza coinvolgere il Coordinatore."
../matematica/commissioni/index.txt,Quale tra le seguenti NON è una responsabilità della Commissione di gestione AQ del Corso di studio?,"A. Formulare pareri sull'istituzione, attivazione, modifica e soppressione dell'offerta formativa.",B. Verificare l'attuazione delle azioni di miglioramento approvate annualmente dal Consiglio di Corso di studio.,C. Monitorare l'andamento delle carriere degli studenti e la loro soddisfazione al termine del percorso formativo.,D.  Definire la dotazione finanziaria per il Corso di studio in base alle esigenze espresse dalla Commissione Paritetica Docenti-Studenti.
../matematica/commissioni/index.txt,"Secondo il testo, quante app sono disponibili per gli studenti dell'Università di Bologna?",A. Quattro,B. Cinque,C. Tre,D. Sei
../matematica/docenti/index.txt,Quale docente ha pubblicato l'ultimo avviso il 2022-09-22?,A. Elisa Ercolessi,B. Fausto Ferrari,C. Jacopo Gandini,D. Simonetta Abenda
../matematica/docenti/index.txt,Quale docente è stato nominato professore ordinario nel 2021?,A. Antonella Grassi,B. Bruno Franchi,C. Jacopo Gandini,D. Michael Lodi
../matematica/docenti/index.txt,"Secondo il testo, in quale anno è stato pubblicato l'ultimo avviso?",A. 2010,B. 2009,C. 2011,D. 2012
../matematica/docenti/index.txt,Quando è stato pubblicato l'ultimo avviso disponibile sul sito del corso?,A. 2010-11-09,B. 2010-11-08,C. 2011-11-09,D. 2010-12-09
../matematica/obiettivi_code=6061/index.txt,Quali sono gli ambiti di specializzazione offerti al terzo anno del corso di laurea per integrare la formazione in relazione agli interessi degli studenti?,"A. statistica, intelligenza artificiale, ricerca operativa, crittografia, logica","B. fisica matematica, analisi numerica, probabilità, informatica, fisica generale","C. algebra, analisi matematica, geometria, fisica matematica, analisi numerica","D. economia, finanza, marketing, management, diritto"
../matematica/openday/index.txt,"Secondo il testo, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. AlmaRegistri,A. AlmaEsami,B. UniboStore,C. Cedolini web
../matematica/openday/index.txt,"Secondo il testo, quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. U-Web Reporting - Reportistica Contabile Progetti,B.  Servizi bibliotecari,C.  La mia e-mail Studenti,D.  Tesi online
../matematica/openday/index.txt,"Secondo il testo, quali sono le piattaforme social su cui è possibile seguire l'Università di Bologna?","A. Instagram, TikTok, YouTube, Telegram, LinkedIn, Facebook, Twitter e Spreaker","B. Instagram, TikTok, YouTube, Facebook, Twitter e LinkedIn","C. Instagram, Twitter, Facebook, LinkedIn e WhatsApp","D. YouTube, Telegram, LinkedIn, Facebook e Spotify"
../matematica/learning-agreement/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/learning-agreement/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. UniboImmagine,B. Concilium,C. La mia e-mail Studenti,D. IRIS - Archivio produzione scientifica
../matematica/learning-agreement/index.txt,"Secondo il testo, quale tipo di corso NON richiede una corrispondenza specifica con un insegnamento italiano per il riconoscimento dei crediti?",A. Corsi Liberi,B. Corsi Fondamentali,C. Corsi Opzionali,D. Corsi di Attività Professionale
../matematica/learning-agreement/index.txt,"Per i Corsi Opzionali di ambito matematico, quanti crediti possono essere riconosciuti per un esame superato presso una sede esterna?",A. Un numero di crediti corrispondente a quello dell'insegnamento di ambito matematico presso la sede esterna.,B. Un numero massimo di 12 crediti.,C.  Un numero di crediti pari al doppio di quello dell'insegnamento presso la sede esterna.,"D.  Un numero di crediti pari a 6 crediti, indipendentemente dall'insegnamento."
../matematica/tirocini-curriculari/index.txt,"Secondo il testo, entro quale data deve essere comunicata la scelta del tirocinio per un progetto di Dipartimento?",A. 15 ottobre o 15 marzo,B. 15 novembre o 15 aprile,C. 15 settembre o 15 dicembre,D. 15 gennaio o 15 giugno
../matematica/tirocini-curriculari/index.txt,Quando è necessario consegnare la documentazione relativa al tirocinio per l'approvazione da parte della commissione?,"A. Prima di ogni appello di laurea, circa un mese prima della data di laurea.",B. Entro il 15 Ottobre o entro il 15 Marzo di ogni anno accademico.,C. Entro un mese dalla fine del periodo di svolgimento del tirocinio.,D. Entro il 15 Giugno di ogni anno accademico.
../matematica/risultati-di-apprendimento-attesi/index.txt,"Secondo il corso di laurea in Matematica, quali sono le principali attività che contribuiscono allo sviluppo dell'autonomia di giudizio negli studenti?",A. Le attività di esercitazione e di laboratorio,B. Le lezioni frontali e le presentazioni di progetti,C. Le sessioni di studio individuale e i soggiorni di studio presso altre università,D. Le attività di formazione esterna presso strutture pubbliche o private
../matematica/risultati-di-apprendimento-attesi/index.txt,"Secondo il testo, quale delle seguenti affermazioni descrive meglio il modo in cui il corso di laurea in Matematica aiuta gli studenti a sviluppare le loro capacità comunicative?","A. Gli studenti sviluppano le loro capacità comunicative attraverso un approccio didattico interattivo che include esercitazioni, lavoro di gruppo e presentazioni.",B. Le capacità comunicative vengono principalmente sviluppate attraverso lezioni frontali e discussioni di gruppo su argomenti specifici.,"C. L'apprendimento autonomo è il metodo principale per sviluppare le capacità comunicative, con poche opportunità di interazione con altri studenti.","D. Il corso si concentra principalmente sulla comunicazione scritta, con poche opportunità di esercizio orale."
../matematica/riconoscimento-attivita-lavorativa-o-extra-universitaria-in-sostituzione-del-tirocinio/index.txt,Quale è il numero massimo di CFU riconoscibili per i tirocini curriculari?,A. 12,B. 6,C. 24,D. Il numero massimo di CFU riconoscibili dipende dal piano di studi individuale.
../matematica/faq/index.txt,"Secondo il regolamento, quanti crediti formativi (CFU) devono essere scelti obbligatoriamente tra i corsi proposti nel piano didattico?",A. 12,B. 6,C. 24,D. 50
../matematica/obiettivi/index.txt,Quale delle seguenti affermazioni descrive più accuratamente l'obiettivo del corso di studi in matematica riguardo alla formazione professionale degli studenti?,"A. Fornire una solida base matematica e competenze applicabili in settori ad alto contenuto tecnologico, come l'industria, il mondo finanziario e i servizi.",B. Concentrarsi esclusivamente sulla formazione di ricercatori accademici con competenze avanzate in matematica teorica.,"C. Offrire una formazione altamente specializzata in un solo ambito applicativo della matematica, come la statistica o l'intelligenza artificiale.","D. Promuovere la ricerca scientifica e lo sviluppo di nuove teorie matematiche, con un focus sulla pubblicazione di articoli accademici."
../matematica/faq-sul-tirocinio-per-aziende-enti/index.txt,"Secondo il testo, chi è responsabile della verifica della formazione in materia di sicurezza per gli studenti in tirocinio presso Soggetti esterni?",A. Le Aziende/Enti ospitanti,B. L'Università di Bologna,"C. Gli studenti stessi, tramite la piattaforma eLearning",D. Il tutor del tirocinio
../matematica/idoneita-di-lingua-inglese/index.txt,Quale dei seguenti servizi online è specificamente menzionato per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/idoneita-di-lingua-inglese/index.txt,"Secondo il testo, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. UniboImmagine,B. Concilium,C. La mia e-mail Studenti,D. IRIS - Archivio produzione scientifica
../matematica/idoneita-di-lingua-inglese/index.txt,Dove si trovano le informazioni sull'idoneità di lingua inglese per il primo anno del corso di laurea in Matematica?,A. Nella pagina del Centro Linguistico di Ateneo (Cilta),B. Sul sito web del Dipartimento di Matematica,C. Nella pagina dedicata alle iscrizioni al corso di laurea,D.  Nel modulo di domanda di ammissione
../matematica/idoneita-di-lingua-inglese/index.txt,"Per ottenere il riconoscimento di un titolo equipollente in Lingua e Letteratura Italiana, a quale pagina web bisogna fare riferimento?",A. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Certificazioniequipollenti.htm,B. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Iscrizioni.htm,C. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Corsi.htm,D. http://www.cilta.unibo.it/CILTA/Idoneitalinguistica/Contatti.htm
../matematica/appelli/index.txt,Quale dei seguenti servizi online è specificamente menzionato per gli studenti della facoltà di Matematica all'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. UniboStore,D. Concilium
../matematica/appelli/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. UniboImmagine,A. Concilium,B. Servizi bibliotecari,C. La mia e-mail Studenti
../matematica/appelli/index.txt,"Secondo il testo, per quali insegnamenti è necessario contattare il docente via email per fissare un appuntamento per gli esami?","A. ANALISI FUNZIONALE 1, INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE e TOPOLOGIA ALGEBRICA 1","B. ANALISI FUNZIONALE 1, CALCOLO NUMERICO e EQUAZIONI DIFFERENZIALI 1","C. INTRODUZIONE AL CALCOLO SCIENTIFICO/MATEMATICA COMPUTAZIONALE, EQUAZIONI DIFFERENZIALI ORDINARIE e GEOMETRIA 2","D. PROBABILITA' E STATISTICA MATEMATICA 2, TOPOLOGIA ALGEBRICA 1 e ANALISI FUNZIONALE 1"
../matematica/appelli/index.txt,Quando è possibile iscriversi all'appello orale di  '02023 CALCOLO NUMERICO SIMONCINI VALERIA'?,A. Dal 5 settembre 2024 al 28 settembre 2024,B. Dal 5 settembre 2024 al 12 novembre 2024,C. Dal 19 settembre 2024 al 6 ottobre 2024,D. Dal 08 ottobre 2024 al 14 novembre 2024
../matematica/appelli/index.txt,In quale aula si terrà l'esame di 'GEOMETRIA 2' con il professore Mongardi Giovanni?,A. Aula Cremona,B. Aula Seminario 2,C. Aula Seminario VIII piano,D. Aula da confermare
../matematica/prova-finale/index.txt,Qual è l'importo dell'indennità da pagare se si presenta la domanda di laurea oltre il termine ordinario ma entro la scadenza tardiva con mora?,"A. 100,00 €","B. 32,00 €","C. 16,00 €","D. 150,00 €"
../matematica/calendario-didattico/index.txt,In quale periodo si svolgono le sessioni d'esame autunnale per l'anno accademico 2023/2024?,A. Fino al 13 settembre 2024,B. Dal 8 gennaio 2024 al 16 febbraio 2024,C. Dal 3 giugno 2024,D. Dal 16 settembre 2024 al 20 dicembre 2024
../matematica/insegnamenti/index.txt,Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. UniboStore,D. Concilium
../matematica/insegnamenti/index.txt,"Secondo il testo, quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025?",A. 6061 e 8010,B. 6060 e 8011,C. 6061 e 8009,D. 6062 e 8010
../matematica/insegnamenti/index.txt,In quale anno accademico è disponibile il piano didattico per il corso di laurea in Matematica con codice 6061?,A. 2024/2025,B. 2023/2024,C. 2025/2026,D. 2022/2023
../matematica/insegnamenti/_year=2024&code=6061/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. Incarichi extraistituzionali,B. AlmaEsami,C. Corsi in lingua,D. UniboStore
../matematica/insegnamenti/_year=2024&code=6061/index.txt,"Secondo il testo, in quale anno accademico sono disponibili i piani didattici per i corsi di laurea in matematica?",A. 2024/2025,B. 2023/2024,C. 2025/2026,D. 2022/2023
../matematica/insegnamenti/_year=2024&code=6061/index.txt,Quale dei seguenti codici identifica un piano didattico per studenti immatricolati nell'anno accademico 2024/2025?,A. 6061,B. 8010,C. 2024,D. 000
../matematica/insegnamenti/_year=2024&code=8010/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../matematica/insegnamenti/_year=2024&code=8010/index.txt,Quali sono i codici dei piani didattici disponibili per l'anno accademico 2024/2025 nel corso di laurea in Matematica?,A. 6061 e 8010,B. 6060 e 8011,C. 6061 e 8000,D. 6062 e 8010
../matematica/insegnamenti/_year=2024&code=8010/index.txt,Quali piani didattici sono disponibili per studenti immatricolati nel corso di laurea in Matematica nell'anno accademico 2024/2025?,A. Codice 6061 e Codice 8010,B. Codice 6061 e Codice 8000,C. Codice 8010 e Codice 9010,D. Codice 6061 e Codice 8011
../matematica/insegnamenti/piano/2024/6061/000/000/2024/index.txt,Quale insegnamento del primo anno di corso ha un periodo di svolgimento che comprende sia il periodo autunnale che quello primaverile?,A. GEOMETRIA E ALGEBRA LINEARE 1,B. ANALISI MATEMATICA 1A,C. ARITMETICA E GRUPPI,D. I PRINCIPI DEL MOTO
../matematica/insegnamenti/piano/2024/6061/000/000/2024/index.txt,"In secondo anno di corso, quale insegnamento ha un arco temporale di lezioni che si estende dal 17 febbraio 2025 al 30 maggio 2025?",A. ANALISI MATEMATICA 2A,B. MECCANICA RAZIONALE,C. TOPOLOGIA,D. ANELLI E CAMPI
../matematica/insegnamenti/piano/2024/6061/000/000/2024/index.txt,Quale dei seguenti corsi fa parte del percorso Modellistico Applicativo e si concentra sull'approfondimento in probabilità?,A. PROBABILITA' 2,B. ISTITUZIONI DI ANALISI NUMERICA E PROBABILITA',C. ISTITUZIONI DI FISICA MATEMATICA E PROBABILITA',D. MECCANICA ANALITICA
